"TIME","ROAD","LI","CONTRI","LEN","FS","JF","CF","SP","DE","TT"
1376.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.92,54.96,+,0.02280240174672489
1386.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.79,50.02,+,0.025054378248700517
1396.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.3835,0.78,47.72,+,0.026261944677284158
1406.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.3689,0.96,47.77,+,0.026234456772032656
1416.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6605,0.81,46.79,+,0.026783928189784142
1426.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.3724,0.94,44.41,+,0.02821931997297906
1436.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.87,50.97,+,0.024587404355503238
1446.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.86,54.77,+,0.02288150447325178
1456.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.81,50.06,+,0.025034358769476628
1466.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.93,55.48,+,0.02258868060562365
1476.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.8,49.7,+,0.02521569416498994
1486.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5651,0.74,47.11,+,0.02660199533007854
1496.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.6855,0.94,40.03,+,0.0313070197351986
1506.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.1609,0.9,48.46,+,0.025860916219562526
1516.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.93,51.94,+,0.024128224874855605
1526.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.4300,0.8,47.56,+,0.026350294365012614
1535.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,4.2302,0.93,34.53,+,0.03629365768896611
1546.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.8330,0.92,46.22,+,0.02711423626135872
1556.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.7015,0.94,39.97,+,0.03135401551163373
1566.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.8765,0.81,39.39,+,0.031815689261233814
1576.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.83,50.88,+,0.024630896226415094
1586.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.7671,0.84,43.1,+,0.029077030162412993
1597.0333333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.0300,0.76,42.22,+,0.029683088583609664
1606.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.2309,0.72,41.55,+,0.030161732851985562
1616.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.8276,0.92,42.89,+,0.02921939846117976
1626.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5257,0.96,47.24,+,0.026528789161727347
1636.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,5.2063,0.94,29.81,+,0.04204025494800403
1646.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.0491,0.84,42.15,+,0.02973238434163701
1656.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.3257,0.95,44.57,+,0.028118016603096253
1666.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.1704,0.88,48.43,+,0.025876935783605205
1676.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.5611,0.78,43.78,+,0.028625399725902237
1686.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.9938,0.75,42.34,+,0.029598960793575813
1696.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.2146,0.72,41.6,+,0.03012548076923077
1707.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.83,49.01,+,0.025570699857172006
1716.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.8626,0.91,39.44,+,0.03177535496957404
1726.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.7799,0.79,43.05,+,0.029110801393728226
1736.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,3.8270,0.81,36.21,+,0.03460977630488815
1746.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5751,0.89,47.08,+,0.026618946474086663
1756.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.87,51.32,+,0.024419719407638346
1766.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2134,0.89,44.95,+,0.027880311457174636
1776.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6195,0.85,46.93,+,0.026704027274664394
1786.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.7729,0.77,46.42,+,0.026997414907367512
1796.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.6142,0.91,43.61,+,0.028736986929603303
1807.05,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.7822,0.91,43.05,+,0.029110801393728226
1816.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.7112,0.89,39.94,+,0.03137756634952429
1826.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,3.1991,0.88,38.31,+,0.03271260767423649
1836.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,3.3394,0.97,37.84,+,0.033118921775898515
1846.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.1435,0.83,41.84,+,0.02995267686424474
1856.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.91,52.61,+,0.023820946588101122
1866.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.89,56.17,+,0.022311198148477835
1876.9833333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.78,51.12,+,0.024515258215962444
1886.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.6332,0.93,43.54,+,0.02878318787322003
1896.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.9810,0.8,45.72,+,0.027410761154855644
1906.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.5631,0.86,43.78,+,0.028625399725902237
1916.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.7250,0.77,46.58,+,0.026904680120223273
1926.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.3254,0.73,47.91,+,0.0261577958672511
1936.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.1461,0.71,48.51,+,0.02583426097711812
1946.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.3316,0.92,47.89,+,0.02616871998329505
1956.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.83,57.25,+,0.021890305676855897
1966.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.76,52.7,+,0.023780265654648955
1976.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.72,50.66,+,0.02473786024476905
1986.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.71,50.03,+,0.025049370377773335
1996.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.7,49.54,+,0.025297133629390393
2006.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.2672,0.86,48.11,+,0.026049054250675534
2016.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.88,59.19,+,0.021172833248859605
2026.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.78,53.57,+,0.023394063841702447
2036.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1938,0.95,45.01,+,0.027843145967562766
2047.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.7388,0.87,39.85,+,0.03144843161856963
2056.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2294,0.77,44.89,+,0.027917576297616396
2066.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5519,0.73,47.16,+,0.026573791348600512
2076.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.2477,0.71,48.17,+,0.026016607847207805
2086.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,4.1615,0.95,34.86,+,0.03595008605851979
2096.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.9003,0.81,42.65,+,0.029383821805392733
2106.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.8530,0.75,46.15,+,0.027155362946912242
2116.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.3829,0.72,47.72,+,0.026261944677284158
2126.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.1719,0.71,48.43,+,0.025876935783605205
2136.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.85,57.61,+,0.021753515014754383
2146.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.76,52.87,+,0.023703801777945906
2156.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.88,54.41,+,0.023032898364271276
2166.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.78,51.43,+,0.024367489791950223
2176.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.73,50.09,+,0.025019365142743062
2186.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.71,49.57,+,0.025281823683679646
2196.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.8046,0.87,42.97,+,0.029164998836397487
2206.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.84,50.0,+,0.0250644
2217.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.76,49.45,+,0.025343174924165823
2226.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.72,49.2,+,0.025471951219512193
2236.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.71,49.12,+,0.025513436482084692
2246.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.7,49.07,+,0.025539433462400653
2256.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.7,49.07,+,0.025539433462400653
2266.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.7,49.07,+,0.025539433462400653
2276.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.89,53.66,+,0.023354826686544913
2286.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.78,51.09,+,0.024529653552554313
2296.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.96,73.24,+,0.017111141452758057
2306.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.81,60.02,+,0.02088003998667111
2316.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.75,53.95,+,0.023229286376274326
2326.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.72,51.61,+,0.024282503390815734
2336.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.71,50.61,+,0.024762299940723178
2346.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.81,50.03,+,0.025049370377773335
2356.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.75,49.46,+,0.025338050950262838
2366.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.72,49.24,+,0.025451259138911452
2376.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.87,55.29,+,0.022666304937601738
2387.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.77,51.82,+,0.02418409880355075
2396.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.73,50.27,+,0.024929779192361248
2406.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.0758,0.71,48.75,+,0.025707076923076923
2416.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.86,51.22,+,0.024467395548613824
2426.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2430,0.82,44.85,+,0.02794247491638796
2436.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.4648,0.75,44.11,+,0.028411244615733394
2446.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.1115,0.87,41.95,+,0.029874135876042908
2456.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.5666,0.84,40.43,+,0.030997279248083105
2466.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,3.3075,0.93,37.95,+,0.03302292490118577
2476.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.6394,0.8,40.18,+,0.031190144350423096
2486.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5302,0.94,47.23,+,0.026534406097819183
2496.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.91,50.16,+,0.024984449760765554
2506.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6139,0.95,46.95,+,0.026692651757188497
2516.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.3346,0.83,44.54,+,0.02813695554557701
2526.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.6516,0.91,40.14,+,0.031221225710014948
2536.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.5617,0.89,43.78,+,0.028625399725902237
2546.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.0206,0.78,42.25,+,0.029662011834319525
2557.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.2267,0.73,41.56,+,0.030154475457170354
2566.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6702,0.78,46.76,+,0.026801112061591106
2576.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6879,0.93,46.7,+,0.026835546038543896
2586.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.6718,0.84,40.07,+,0.031275767407037684
2596.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.7633,0.95,46.45,+,0.0269799784714747
2606.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.4973,0.81,44.0,+,0.028482272727272728
2616.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.0700,0.9,45.43,+,0.027585736297600704
2626.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.6350,0.79,43.54,+,0.02878318787322003
2636.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.7250,0.9,39.9,+,0.03140902255639098
2646.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.7636,0.95,43.11,+,0.02907028531663187
2656.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.9463,0.81,42.5,+,0.029487529411764708
2666.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.4529,0.92,44.15,+,0.02838550396375991
2676.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.8786,0.84,39.38,+,0.03182376841036059
2686.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.5293,0.83,40.55,+,0.0309055487053021
2696.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.1251,0.76,41.9,+,0.029909785202863963
2706.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.9437,0.72,42.51,+,0.02948059280169372
2716.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.8622,0.71,42.78,+,0.029294530154277697
2726.9666666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.9,50.05,+,0.02503936063936064
2736.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.8480,0.79,46.17,+,0.02714359974009097
2746.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5989,0.95,47.0,+,0.026664255319148938
2756.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2585,0.81,44.8,+,0.027973660714285715
2766.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0,0.93,50.09,+,0.025019365142743062
0.9166666666666666,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,7.4165,0.97,22.28,+,0.013656193895870734
67.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.1709,0.85,52.45,+,0.00580095328884652
77.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.3019,0.94,55.83,+,0.005449758194519075
87.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.9863,0.8,53.17,+,0.005722399849539213
97.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,4.1120,0.86,40.83,+,0.007451873622336517
106.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,3.0450,0.78,45.17,+,0.0067358866504317015
117.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.2768,0.73,48.15,+,0.006319003115264797
127.91666666666667,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.8536,0.98,53.68,+,0.005668032786885245
137.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.5536,0.94,50.96,+,0.005970565149136577
147.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,6.2031,0.88,29.09,+,0.010459264352011
157.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,4.3464,0.78,39.51,+,0.007700835231586939
167.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,4.7987,0.9,36.97,+,0.008229916148228293
177.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.6830,0.9,54.35,+,0.005598160073597055
187.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,5.4477,0.98,33.33,+,0.009128712871287128
196.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,5.6607,0.97,32.13,+,0.009469654528478056
207.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,4.0283,0.89,41.3,+,0.007367070217917675
217.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.7061,0.91,46.48,+,0.006546041308089501
226.93333333333334,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.8649,0.87,45.87,+,0.006633093525179856
236.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.9876,0.77,45.39,+,0.00670323859881031
247.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,4.0475,0.89,41.19,+,0.007386744355426074
256.9166666666667,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,3.3611,0.8,43.94,+,0.006924442421483841
265.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.5607,0.96,47.05,+,0.00646673751328374
276.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.5606,0.86,50.93,+,0.005974082073434125
287.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.2681,0.88,55.96,+,0.005437097927090778
297.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.9041,0.9,53.49,+,0.005688166012338754
307.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.8127,0.95,53.84,+,0.005651188707280832
316.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.8292,0.88,49.89,+,0.006098616957306072
326.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.5087,0.95,55.02,+,0.00552998909487459
336.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.9390,0.88,45.58,+,0.0066752961825361995
345.93333333333334,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.6029,0.78,50.77,+,0.005992909198345478
356.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,5.5901,0.98,32.53,+,0.009353212419305255
366.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.4662,0.88,47.42,+,0.006416280050611556
376.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.5325,0.78,51.04,+,0.005961206896551724
386.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.1133,0.73,52.67,+,0.005776722992215682
396.93333333333334,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.4300,0.99,47.56,+,0.0063973927670311174
406.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,4.8327,0.99,36.78,+,0.00827243066884176
416.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.6416,0.98,50.62,+,0.006010667720268668
426.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,1.0601,0.97,52.88,+,0.005753782148260211
436.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.7,0.84,54.28,+,0.0056053795136330135
446.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.6179,0.76,54.6,+,0.005572527472527472
456.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0.4904,0.73,55.09,+,0.005522962425122526
466.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,4.3965,0.91,39.23,+,0.00775579913331634
476.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,2.4830,0.8,47.35,+,0.006425765575501583
486.9,Eastern Express Highway,502-03126,Late Mahadev Gopal Patil Marg,0.30426,57,0,0.98,62.6,+,0.004860383386581469
